,author_id,username,display_name,author_desc,author_location,followers,following,tweets count,tweet_id,conversation_id,tweet_lang,tweet_date,text,retweet_count,reply_count,like_count,quote_count,reply_to,geo,clean_mentions,clean_annotations,clean_urls,clean_hashtags,conversation_ref,author_ref,tweet_type_ref
10,1313802313400610816,biryaniXwine,Tan🦋🖤 • SKGS 🌻,and you took my heart🌻,[],820,683,52118,1424784459811856384,1424784459811856384,hi,2021-08-09 17:27:41+00:00,RT @Crazynik12: Mere Dimag me ek bat ai he yaar pata lagav #SidNaazian Jab dono individual pap hote he ya BTS ya photos dono k hand me Phon…,6,0,0,0,[],[],Crazynik12,[],[],SidNaazian,1424737189779296264,1209516139794972672,retweeted
11,1365053065724747776,Aayesha_SidNaaz,SidnaazBFF,,[],492,386,69697,1424784320128950272,1424784320128950272,hi,2021-08-09 17:27:07+00:00,RT @Crazynik12: Mere Dimag me ek bat ai he yaar pata lagav #SidNaazian Jab dono individual pap hote he ya BTS ya photos dono k hand me Phon…,6,0,0,0,[],[],Crazynik12,[],[],SidNaazian,1424737189779296264,1209516139794972672,retweeted
12,780561043365900288,ArtemisionGreen,Artemis Green,"#PutinIsAWarCriminal #UkraineUnderAttack is also the global battle for #DemocracyNotAutocracy 
Bystanders to this atrocity are guilty as F, not innocent at all.",[],1670,5000,106588,1424773115909918720,1424773115909918720,en,2021-08-09 16:42:36+00:00,"RT @ArtemisionGreen: @iamRIMARKABLE OMG. You're phenomenal.
I'm sending 2 videos. Hope you'll like both. K Hand (way too young, way too soo…",1,0,0,0,[],[],"ArtemisionGreen, iamRimarkable",[],[],[],1423759231140999169,780561043365900288,retweeted
13,1416472036558389248,fk_lines,𓂀 فواد احمد 𓂀,"🇵🇰
👉خود کی تلاش میں👈
streaks banani to add hona nai to zehmat na kerna👉
😌 ALHAMDULILLAH Committed 🌝
 https://t.co/NFdKaUqQ2D","Islamabad, Pakistan",1106,1044,9010,1424763442892783616,1424743216817999872,en,2021-08-09 16:04:10+00:00,@_CHALO_NIKLO Dono boys k hand😂😂😂😂,0,0,0,0,1.3460456862535598e+18,[],_CHALO_NIKLO,[],[],[],1424743216817999875,1346045686253559808,replied_to
14,1289690139762012160,freedom_ekta,Always be positive ✨,,"London, England",590,1428,141967,1424750652962574336,1424750652962574336,hi,2021-08-09 15:13:20+00:00,RT @Crazynik12: Mere Dimag me ek bat ai he yaar pata lagav #SidNaazian Jab dono individual pap hote he ya BTS ya photos dono k hand me Phon…,6,0,0,0,[],[],Crazynik12,[],[],SidNaazian,1424737189779296264,1209516139794972672,retweeted
15,1366059063042142208,AkterAsrifa,Asrifa Akter🇧🇩/DheetSidNaazLovers,"Allah  is always watching me 🤲❤
keep me in your prayers 🤲❤",Bangladesh,689,696,98783,1424749850181062656,1424749850181062656,hi,2021-08-09 15:10:09+00:00,RT @Crazynik12: Mere Dimag me ek bat ai he yaar pata lagav #SidNaazian Jab dono individual pap hote he ya BTS ya photos dono k hand me Phon…,6,0,0,0,[],[],Crazynik12,[],[],SidNaazian,1424737189779296264,1209516139794972672,retweeted
16,1378555837107466240,26715S,26715_sherni,"❤😘❤😘❤😘❤😘❤😘❤😘❤
    Mai ek chhota sa bccha hu
❤😘❤😘❤😘❤😘❤😘❤😘❤",[],99,77,147859,1424743349550940160,1424743349550940160,hi,2021-08-09 14:44:19+00:00,RT @Crazynik12: Mere Dimag me ek bat ai he yaar pata lagav #SidNaazian Jab dono individual pap hote he ya BTS ya photos dono k hand me Phon…,6,0,0,0,[],[],Crazynik12,[],[],SidNaazian,1424737189779296264,1209516139794972672,retweeted
17,1209516139794972672,Crazynik12,Niki_Parikh(Sid_Ki_Princess👸)💝,Big Big #Sidheart but after seeing them happy together I am biggest fan of #Sidnaaz Love of my life.. #Sidnaaz,"Ahmadabad City, India",143,119,6582,1424737189779296256,1424737189779296256,hi,2021-08-09 14:19:51+00:00,Mere Dimag me ek bat ai he yaar pata lagav #SidNaazian Jab dono individual pap hote he ya BTS ya photos dono k hand me Phone hota he Kal k dono pic me nai he to ab ise me kya samju?? 😭😭😭 #SidNaaz #SidharthShukla #ShehnaazGiII,6,6,23,0,[],[],[],[],[],"SidNaazian, SidNaaz, SidharthShukla, ShehnaazGiII",[],[],[]
18,111872424,charu1646,Charu,2011年にドルヲタという鬼になりました。始まりはももクロ。 Especia、アイドルネッサンスが青春だった。坂道大好き。今はエビ中にもハマりかけ。百田夏菜子さん、深川麻衣さん、佐々木久美さん、早川聖来さん大好き。TBSラジオ、タマフル、アトロク。K-Indie(SUMIN、jeebanoff)も好き。,ここでないどこか,764,3105,97400,1424731816624156672,1424731816624156672,ja,2021-08-09 13:58:29+00:00,"RT @aerodynamik_tw: 先週亡くなったK-HANDとPaul Johnsonの追悼として、大阪YORUWAKOREKARAの昼夕2現場を踊った、デトロイト／シカゴから離れたこの地で形を変えてもなお、ハウスの魂と太いビートは人々をダンスさせ続けている

YORUW…",1,0,0,0,[],[],aerodynamik_tw,"K-HAND, Paul Johnson, 大阪YORUWAKOREKARA, デトロイト, シカゴ",[],[],1424688908831445001,6257752,retweeted
19,6257752,aerodynamik_tw,a͟e͟r͟o͟d͟y͟n͟a͟m͟i͟k͟ ͟/͟/͟,IDが長いのでアエロと名乗っています。電子音楽とダンスフロアを好みます。相貌失認のため顔を識別／記憶できません。髪形／体格／服装／声で推測してはおりますが、お会いしましたら名乗って頂けますと非常に助かります。,東京郊外,1983,926,20333,1424731257154400256,1424688908831444992,ja,2021-08-09 13:56:16+00:00,"先週亡くなったK-HANDとPaul Johnsonの追悼として、大阪YORUWAKOREKARAの昼夕2現場を踊った、デトロイト／シカゴから離れたこの地で形を変えてもなお、ハウスの魂と太いビートは人々をダンスさせ続けている

YORUWAKOREKARA #ヨルコレ
Gimme More (DJ UNCLE CHESTNUTS Remix)
 https://t.co/k73vei6e6t",1,1,3,0,6257752.0,[],[],"K-HAND, Paul Johnson, 大阪YORUWAKOREKARA, デトロイト, シカゴ, Gimme More",https://open.spotify.com/track/6hDIxEielmLHHePfCZW9iO,ヨルコレ,1424688908831445001,6257752,replied_to
20,791283853885190144,OldWorldBulls,flm,from ▶︎未来都市町内会/▶︎AVGN(Affected Video Game Nerds)/icon(@ALISON_airlines)/VGM/VRC,[],378,446,19817,1424722438953209856,1424722438953209856,ja,2021-08-09 13:21:14+00:00,"Shazamを使ってK. HandのTake It to the Floorを発見しました。 https://t.co/OYUkCX4pSp
この曲ザコシショウのライブ会場で開演前にかかってたんだけどすげ〜良くないすか",0,0,0,0,[],[],[],"Shazam, K. Hand, Take It to the Floor",https://www.shazam.com/track/464000719/take-it-to-the-floor?referrer=twitter,[],[],[],[]
21,19320706,yurei,𝙶𝚊𝚋𝚋𝚢,Hottest / Nichkhun fan 🐨♥️ | ✨ stay account: @seobintoyou 🐷🐰 ✨ |,in a bus = b ,1360,1208,258707,1424721337457594368,1424721337457594368,en,2021-08-09 13:16:51+00:00,2PM INSTA GIVING US MORE FREE JUN. K HAND CONTENT,0,0,2,0,[],[],[],[],[],[],[],[],[]
22,1364059349362954240,atahq21,Air Travellers Association,"ATA is a national level non-profitable public welfare society registered under Societies Registration Act XXI of 1860 with the Registrar of Societies, Delhi.","New Delhi, India",20,61,344,1424698032772190208,1424698032772190208,en,2021-08-09 11:44:15+00:00,"Travellers News.
#airport #airtravel #COVID19 #Covid19India

https://t.co/yc3OEqjqHj",0,0,2,0,[],[],[],[],https://www.tribuneindia.com/news/j-k/hand-over-9-4-acres-to-airport-authority-of-india-ladakh-told-294971,"airport, airtravel, COVID19, Covid19India",[],[],[]
23,91782634,djmixnoise,DJ MixNoise death,"DJ MixNoise death
中卒大学(日本で学べる米帝中卒大学校)出身の左翼(略してチュウサ且つ猫大好きネコサ)。シカゴハウス・デトロイトテクノ・Nightmares on Wax・Juke周辺にソウル（演歌の心）を感じサウンドデモでたまーにDJやってますので893&4649&5963＆592BC!!!",Ghetto House（Red Planet支店）,516,382,24052,1424664268511744000,1424664268511744000,ja,2021-08-09 09:30:05+00:00,"RT @MixmagJapan: ダンスミュージック史に燦然と輝く「デトロイトのファーストレディ」
https://t.co/wu0zcM1jvY",9,0,0,0,[],[],MixmagJapan,デトロイトのファーストレディ,https://www.mixmag.jp/features/k-hand-acacia-died.html,[],1424369237380919298,875632120617500673,retweeted
24,228174127,SouLJOo0oOurney,~Journey Ⓥ︎ 🍀🌿🍄🌾🌽🥝🥦🥬🍒🥑🍓🍏🍌🍉🌶🍇🍋🍍🌱,"I am. Vegan. Cancer♋️rising, Aquarius♒️moon, Ophiuchus⛎Sun A.K.A Sagittarius♐️, w/ Venus,Mars,Ceres&Mercury all in♏️, ♄ Saturn in♊️, Jupiter in♑️, Chiron♈️℞.✌️☮",Asheville,329,1125,66233,1424640188769316864,1424640188769316864,en,2021-08-09 07:54:24+00:00,203 - K Hand - Global Warning https://t.co/30IBsEXPN0 via @YouTube,0,0,0,0,[],[],YouTube,[],https://youtu.be/lDVS0wP5qW0,[],[],[],[]
25,1284418475180429312,Sandeepjanghu19,Sandeep Janghu,"मेरा राम रहबरे दीनबंधु चौधरी सर छोटूराम
#जटवाड़ा
#Delhi
#Haryana","Dadri, haryana",520,1094,18459,1424592447611432960,1424592447611432960,en,2021-08-09 04:44:41+00:00,"RT @thetribunechd: Hand over 9.4 acres  to Airport Authority of India, Ladakh told https://t.co/ZXMfid2uqY",2,0,0,0,[],[],thetribunechd,"India, Ladakh",https://www.tribuneindia.com/news/j-k/hand-over-9-4-acres-to-airport-authority-of-india-ladakh-told-294971#.YRCkrx16Xis.twitter,[],1424590008439099393,3046490198,retweeted
26,1320415854001938432,AbC967041505,Dr Randhawa,"MDS Periodontics, Dental Surgeon I EX ECHS Dental Officer
 Assistant Prof in MMCDSR

For Dental Treatment, Opinions and Diagnosis please DM directly",[],198,625,47947,1424590425889771520,1424590425889771520,en,2021-08-09 04:36:39+00:00,"RT @thetribunechd: Hand over 9.4 acres  to Airport Authority of India, Ladakh told https://t.co/ZXMfid2uqY",2,0,0,0,[],[],thetribunechd,"India, Ladakh",https://www.tribuneindia.com/news/j-k/hand-over-9-4-acres-to-airport-authority-of-india-ladakh-told-294971#.YRCkrx16Xis.twitter,[],1424590008439099393,3046490198,retweeted
27,3046490198,thetribunechd,The Tribune,"Official Twitter handle of The Tribune, North India’s oldest and most trusted newspaper, published from Chandigarh, India. https://t.co/mHAI98cuz5",Chandigarh,157117,345,289816,1424590008439099392,1424590008439099392,en,2021-08-09 04:35:00+00:00,"Hand over 9.4 acres  to Airport Authority of India, Ladakh told https://t.co/ZXMfid2uqY",2,0,5,1,[],[],[],"India, Ladakh",https://www.tribuneindia.com/news/j-k/hand-over-9-4-acres-to-airport-authority-of-india-ladakh-told-294971#.YRCkrx16Xis.twitter,[],[],[],[]
28,73758650,orcinus_,orcinus,英語わからんよ(;´Д`),Japan,482,220,31387,1424582554959572992,1424582554959572992,ja,2021-08-09 04:05:23+00:00,"RT @MixmagJapan: ダンスミュージック史に燦然と輝く「デトロイトのファーストレディ」
https://t.co/wu0zcM1jvY",9,0,0,0,[],[],MixmagJapan,デトロイトのファーストレディ,https://www.mixmag.jp/features/k-hand-acacia-died.html,[],1424369237380919298,875632120617500673,retweeted
29,3057178511,afr0rican,AFRO~RICAN✊🏾🇵🇷🎖,NOT HERE TO ARGUE OR EXPLAIN.🤨 #AFROLATIN - period.🇵🇷 #BORICUA #BLACKLIVESMATTER.🇺🇸 #BETHE1TO 🧠 #DISABLEDVETERAN suffering from #Drapetomania,United States,1824,186,71955,1424551055753363456,1424551055753363456,en,2021-08-09 02:00:13+00:00,"Detroit house and techno legend K-Hand has died - Techno pioneer Kelli Hand was officially recognised as the ‘The First Lady Of Detroit’ 

https://t.co/3r3TQuGuMr #BlackMusicSunday",0,0,3,0,[],[],[],"Detroit, K-Hand, Kelli Hand, The First Lady Of Detroit",http://ow.ly/LZLC30rQ0iU,BlackMusicSunday,[],[],[]
30,250726039,MrStinkFingers,One Star Kyle ★☆☆☆☆,"Husband,Father,Pap. 3x Emmy Award Winning Entertainment Engineer. My wife @MrsStinkFingers is funnier than me. Board sitter onner. #NC09 #D136 he/him/introvert",Charlotte. Son of Detroit,1144,979,92713,1424549780722798592,1424549780722798592,en,2021-08-09 01:55:09+00:00,"RT @JMoneyRed: Big Up to @Bandcamp for featuring our sis #KHand in #BandcampDaily today for Lifetime Achievement. #RIP 

Fly, Kelli, Fly. T…",3,0,0,0,[],[],"JMoneyRed, Bandcamp",Kelli,[],"KHand, BandcampDaily, RIP",1423023459664343046,17079491,retweeted
31,234912133,jpanjoubault,Jean-Pierre Anjoubault,"Bienvenue sur mon compte Twitter!
Carpe diem.
""Il faudrait essayer d'être heureux, ne serait-ce que pour donner l'exemple.""",Marseille,614,4338,158461,1424502313427902464,1424502313427902464,fr,2021-08-08 22:46:32+00:00,"RT @lesinrocks: Décédée le 3 août, elle laisse un vide immense et restera une source d’inspiration sans pareille pour la jeune génération d…",1,0,0,0,[],[],lesinrocks,[],[],[],1423690833811886080,16097522,retweeted
32,242300094,Toru_Weller_,!i!i!i!i!i!i!i!i!i!i,!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!ii!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i!,!i!i!i!i!i!i!i!i!i!i!i!i!i!i!i,900,801,58940,1424487036124160000,1424487036124160000,ja,2021-08-08 21:45:49+00:00,"RT @MixmagJapan: ダンスミュージック史に燦然と輝く「デトロイトのファーストレディ」
https://t.co/wu0zcM1jvY",9,0,0,0,[],[],MixmagJapan,デトロイトのファーストレディ,https://www.mixmag.jp/features/k-hand-acacia-died.html,[],1424369237380919298,875632120617500673,retweeted
33,19613105,rhythm86,Rhythm 86,"Rhythm 86 Internet Radio The House & Dance Station
Live Stream: https://t.co/36f3Tppup8","San Francisco, CA",839,588,102461,1424471090118774784,1424471090118774784,de,2021-08-08 20:42:27+00:00,Detroit house and techno legend Kelli Hand aka K-Hand has died https://t.co/esmKd0s9wj,0,0,0,0,[],[],[],[],https://rhythm86.com/detroit-house-and-techno-legend-kelli-hand-aka-k-hand-has-died/,[],[],[],[]
34,3293608104,vergetenplaten,achterindeplatenkast,Stoft vergeten platen af en geeft ze een podium op https://t.co/QkRzIZo3AY,[],252,216,2410,1424456519714750464,1424456519714750464,nl,2021-08-08 19:44:34+00:00,"RT @skoopnl: Zoals zojuist door @bobrusche genoemd in X-Rated, de special die ik maakte over Kelli Hand: https://t.co/mdyxmxn5uM",2,0,0,0,[],[],"skoopnl, bobrusche",[],https://kink.nl/podcasts/k-hand-first-lady-of-detroit-techno,[],1424451761960624136,179001722,retweeted
35,1084515103737765888,DJPirateRabbits,Pirate Rabbits,#HouseMusic #TwitchDJ For Twitch channel go to https://t.co/vm4JEhKbSf and for schedule check the discord at https://t.co/vm4JEhKbSf,Some Warren under the Fremont Bridge,221,33,1336,1424453318471004160,1424453318471004160,en,2021-08-08 19:31:50+00:00,"K-HAND, 'First Lady Of Detroit Techno' Has Passed Away at Age 56

Detroit house and techno legend K-HAND has passed away at age 56. Kelli Hand's death has reportedly been confirmed by her agent, following multiple posts https://t.co/QE7HsFCdQk https://t.co/6ZJmKfWytB https://t.co/x3fV1u60rx",0,0,0,0,[],[],[],"Detroit, Kelli Hand","https://ift.tt/37joRI2, https://instagr.am/p/CSUxMTSDnh-/, https://twitter.com/DJPirateRabbits/status/1424453318471004171/photo/1",[],[],[],[]
36,41399733,bobrusche,Bob Rusche - X-Rated,"Muziekfreak. Producer X-Rated @Concertzender, verkoper Platenhuis 't Oor, ex-Boudisque/ex-NOB/ex-Kink FM. Synths/ambient/darkambient/space/industrial. Kattengek","Hilversum, Noord-Holland",2112,666,83491,1424451914910011392,1424451914910011392,nl,2021-08-08 19:26:16+00:00,"RT @skoopnl: Zoals zojuist door @bobrusche genoemd in X-Rated, de special die ik maakte over Kelli Hand: https://t.co/mdyxmxn5uM",2,0,0,0,[],[],"skoopnl, bobrusche",[],https://kink.nl/podcasts/k-hand-first-lady-of-detroit-techno,[],1424451761960624136,179001722,retweeted
37,179001722,skoopnl,Stefan Koopmanschap | ꓘINK,"❤️ Muziek, boeken, radio, FC Utrecht, Vlie, @TearSong • 💉💉💉💉• KLUB KINK + KINK KICKS + Electric Feel + Outlaw 41 + Onderg. Playlist • hij/hem",Wombarg,1928,1541,137251,1424451761960624128,1424451761960624128,nl,2021-08-08 19:25:39+00:00,"Zoals zojuist door @bobrusche genoemd in X-Rated, de special die ik maakte over Kelli Hand: https://t.co/mdyxmxn5uM",2,0,6,0,[],[],bobrusche,[],https://kink.nl/podcasts/k-hand-first-lady-of-detroit-techno,[],[],[],[]
38,170152732,skagao,ヨンプラザさとるGちゃん,"y_new_pred = StandardScaler_y.inverse_transform(  MLmodel_instance.predict( StandardScaler_X.transform(  X_new［ X_train.columns ］)  ).reshape(-1,1)  )",⌬⌬⌬⌬ Gräfenberg spot ⌬⌬⌬⌬,1535,4997,167557,1424449035197313024,1424449035197313024,ja,2021-08-08 19:14:49+00:00,"RT @MixmagJapan: ダンスミュージック史に燦然と輝く「デトロイトのファーストレディ」
https://t.co/wu0zcM1jvY",9,0,0,0,[],[],MixmagJapan,デトロイトのファーストレディ,https://www.mixmag.jp/features/k-hand-acacia-died.html,[],1424369237380919298,875632120617500673,retweeted
39,809232465634045952,RaveJelly,Rave Jelly,,[],79,24,14215,1424445698070564864,1424445698070564864,en,2021-08-08 19:01:33+00:00,"K-HAND, ‘First Lady Of Detroit Techno’ Has Passed Away at Age 56 https://t.co/bpvl5yPY4x https://t.co/25W19VTkx9",0,0,0,0,[],[],[],[],"http://dlvr.it/S5Gfvn, https://twitter.com/RaveJelly/status/1424445698070564867/photo/1",[],[],[],[]
40,4182651,hideaki1978,hideaki,音楽、フェス、筋トレ、格闘技、登山、キャンプ、トレラン、自転車、トライアスロン、写真家 石川直樹、石川竜一、監督園子温、気になったニュースクリップ(愛知岐阜三重中心),愛知県一宮市,1626,5000,224800,1424439274586267648,1424439274586267648,ja,2021-08-08 18:36:02+00:00,デトロイトのレジェンド・K-HANDの逝去が報じられる - Mixmag Japan https://t.co/7KXGP2qzVv,0,0,0,0,[],[],[],"デトロイト, レジェンド・K-HAND, Mixmag Japan",https://www.mixmag.jp/features/k-hand-acacia-died.html,[],[],[],[]
41,244751784,Kimini_Todoke47,踏鞴法師3.0,"Deformed Existence / ATF / Ein Schwert / Geist 538 / Rec, Live PA / @pog_distro",מגידו,571,515,18164,1424386708309610496,1424386708309610496,ja,2021-08-08 15:07:09+00:00,"RT @MixmagJapan: ダンスミュージック史に燦然と輝く「デトロイトのファーストレディ」
https://t.co/wu0zcM1jvY",9,0,0,0,[],[],MixmagJapan,デトロイトのファーストレディ,https://www.mixmag.jp/features/k-hand-acacia-died.html,[],1424369237380919298,875632120617500673,retweeted
42,267031247,masakicc,masakicc,（ソーシャル）メディアに踊らされるなよ,🪤,459,415,46271,1424370871574011904,1424370871574011904,ja,2021-08-08 14:04:13+00:00,"RT @MixmagJapan: ダンスミュージック史に燦然と輝く「デトロイトのファーストレディ」
https://t.co/wu0zcM1jvY",9,0,0,0,[],[],MixmagJapan,デトロイトのファーストレディ,https://www.mixmag.jp/features/k-hand-acacia-died.html,[],1424369237380919298,875632120617500673,retweeted
43,875632120617500672,MixmagJapan,Mixmag Japan,Mixmag Japanの公式アカウント。Mixmagは30年以上の歴史を持つイギリスのダンスミュージック＆クラブカルチャーの専門メディア。 The world’s biggest dance music and clubbing destination.,日本 東京,4556,1,6721,1424369237380919296,1424369237380919296,ja,2021-08-08 13:57:44+00:00,"ダンスミュージック史に燦然と輝く「デトロイトのファーストレディ」
https://t.co/wu0zcM1jvY",9,0,17,0,[],[],[],デトロイトのファーストレディ,https://www.mixmag.jp/features/k-hand-acacia-died.html,[],[],[],[]
44,1406488952375218176,feromoon1,feromoon,"Lesbian caribbean woman she/her. Please consider buying a cup of
https://t.co/QMUFVgfDS3
Editor in chief https://t.co/6swH0q0CYm & https://t.co/1DyAcz4B7n lgbtq tv & movies.",kutjebroek,76,543,4138,1424367535697375232,1424367535697375232,en,2021-08-08 13:50:58+00:00,"RT @Lucretialive11: DEAD AT 56: K-HAND, DETROIT’S OWN TRAILBLAZING TECHNO DJ, LEFT A MAJOR MARK ON THE QUEER MUSIC SCENE https://t.co/v4Epl…",1,0,0,0,[],[],Lucretialive11,DETROIT,[],[],1424366848087363585,1209243028650647552,retweeted
45,1209243028650647552,Lucretialive11,Lucretialive11,"The F words: fast, furious and into females","Roermond, Nederland",42,153,7484,1424366848087363584,1424366848087363584,en,2021-08-08 13:48:14+00:00,"DEAD AT 56: K-HAND, DETROIT’S OWN TRAILBLAZING TECHNO DJ, LEFT A MAJOR MARK ON THE QUEER MUSIC SCENE https://t.co/v4EplNZiQJ https://t.co/m8Y7LT2bbd",1,0,1,0,[],[],[],DETROIT,"http://fero.tips/news/11781-dead-at-56-k-hand-detroit-s-own-trailblazing-techno-dj-left-a-major-mark-on-the-queer-music-scene, https://twitter.com/Lucretialive11/status/1424366848087363585/photo/1",[],[],[],[]
46,2262772736,newsjunkie86,newsjunkie86,,[],60,691,17713,1424355187364405248,1424355187364405248,zxx,2021-08-08 13:01:54+00:00,https://t.co/k1PNAPcqCa,0,0,0,0,[],[],[],[],https://www.lesinrocks.com/musique/k-hand-la-first-lady-of-detroit-prend-ses-kicks-et-ses-claques-400851-06-08-2021/,[],[],[],[]
47,1214839692970975232,AnemoniaAnemoni,𝔸ℕ𝔼𝕄𝕆ℕ𝔼,"生き別れの妹を探しています。
#WhatTheWorldNeedsNowIsLove

質問箱: https://t.co/O2AlFm81aN アネモネの書架: https://t.co/CGPOUj5Al4",[],1278,1247,45918,1424332045421989888,1424332045421989888,ja,2021-08-08 11:29:57+00:00,"RTs
ポール・ジョンソンとK-Handが亡くなっていたのをいまはじめて知った。デトロイトレジェンドのK-Handが亡くなってしまうとは…",0,0,1,0,[],[],[],"RTs ポール・ジョンソン, K-Hand",[],[],[],[],[]
